Measurement and Geometry,Scale Drawing,Write linear scales in statement and ratio form in different situations
Measurement and Geometry,Scale Drawing,Interprate linear scales in statement and ratio form in different situations
Measurement and Geometry,Scale Drawing,Convert linear scale from statement to ratio foram and from ratio form to statement form
Measurement and Geometry,Scale Drawing,Determine the bearing of a point from a point
Measurement and Geometry,Scale Drawing,Make scale drawings in different situations 
Measurement and Geometry,Scale Drawing,Apply scale drawings in real life situations
Measurement and Geometry,Scale Drawing,Recognise the use of scale drawings in maps
Statistics and Probability,Statistics II,Collect data from immediate environment,,Collect data from real-life sources
Statistics and Probability,Statistics II,Group and represent the data in a frequency distribution table,,Draw a frequency distribution table for grouped and ungrouped data
Statistics and Probability,Statistics II,"Determine mean, mode, and median of the grouped data",,"Determine mean, mode and median of grouped and ungrouped data"
Statistics and Probability,Statistics II,Present grouped data using histogram,, 
Statistics and Probability,Statistics II,Apply measures of central tendency in real life situations
Statistics and Probability,Statistics II,Embrace the use of measures of central tendency in everyday life
Statistics and Probability,Probability II,Perform experiments involving probabilities in different situations,,Perform experiments involving probabilities in different situations
Statistics and Probability,Probability II,Identify the range of probability in different situations,,Identify the range of probability in different situations
Statistics and Probability,Probability II,Generate probability space of different events,,Generate probability space of different events
Statistics and Probability,Probability II,Determine the probability of mutually exclusive and independent events,Determine probability of mutually exclusive and independent events,Determine the probability of mutually exclusive and independent events
Statistics and Probability,Probability II,Determine probability of different events using tree diagrams,Calculate probabilities using tree diagrams,Determine the probability of independent events using tree diagrams
Statistics and Probability,Probability II,Appreciate the application of probability in real life situations,Appreciate the application of probability in day-to-day life,Appreciate the application of probability in real life situations
































,,, 
