document_order,depth,node_type,node_id,original_id,node_title,source_path,level_1_type,level_1_id,level_1_title,level_2_type,level_2_id,level_2_title,level_3_type,level_3_id,level_3_title,level_4_type,level_4_id,level_4_title,level_5_type,level_5_id,level_5_title,level_6_type,level_6_id,level_6_title,level_7_type,level_7_id,level_7_title
178,6,introduction,ORCCAvEIzFUiyWY,,Introduction,review-variables-expressions-and-equations.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCAtSPX0Fl70e,"Variables, Expressions, Equations, and Inequalities",section,ORCCAPXkcwYTIwL,"Variables, Expressions, and Equations Chapter Review",exercises,ORCCA6DyvH9jI1n,Review Exercises for,introduction,ORCCAvEIzFUiyWY,Introduction,,,
179,6,introduction,ORCCANpeWIktOtE,,Introduction,review-variables-expressions-and-equations.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCAtSPX0Fl70e,"Variables, Expressions, Equations, and Inequalities",section,ORCCAPXkcwYTIwL,"Variables, Expressions, and Equations Chapter Review",exercises,ORCCA6DyvH9jI1n,Review Exercises for,introduction,ORCCANpeWIktOtE,Introduction,,,
180,6,introduction,ORCCAyGDlmjhjzm,,Introduction,review-variables-expressions-and-equations.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCAtSPX0Fl70e,"Variables, Expressions, Equations, and Inequalities",section,ORCCAPXkcwYTIwL,"Variables, Expressions, and Equations Chapter Review",exercises,ORCCA6DyvH9jI1n,Review Exercises for,introduction,ORCCAyGDlmjhjzm,Introduction,,,
181,6,introduction,ORCCArrK4WfG1QA,,Introduction,review-variables-expressions-and-equations.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCAtSPX0Fl70e,"Variables, Expressions, Equations, and Inequalities",section,ORCCAPXkcwYTIwL,"Variables, Expressions, and Equations Chapter Review",exercises,ORCCA6DyvH9jI1n,Review Exercises for,introduction,ORCCArrK4WfG1QA,Introduction,,,
182,6,introduction,ORCCAkZO0lCguJB,,Introduction,review-variables-expressions-and-equations.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCAtSPX0Fl70e,"Variables, Expressions, Equations, and Inequalities",section,ORCCAPXkcwYTIwL,"Variables, Expressions, and Equations Chapter Review",exercises,ORCCA6DyvH9jI1n,Review Exercises for,introduction,ORCCAkZO0lCguJB,Introduction,,,
183,6,introduction,ORCCAu1THhY88dF,,Introduction,review-variables-expressions-and-equations.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCAtSPX0Fl70e,"Variables, Expressions, Equations, and Inequalities",section,ORCCAPXkcwYTIwL,"Variables, Expressions, and Equations Chapter Review",exercises,ORCCA6DyvH9jI1n,Review Exercises for,introduction,ORCCAu1THhY88dF,Introduction,,,
184,6,introduction,ORCCA8pk1LehFmF,,Introduction,review-variables-expressions-and-equations.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCAtSPX0Fl70e,"Variables, Expressions, Equations, and Inequalities",section,ORCCAPXkcwYTIwL,"Variables, Expressions, and Equations Chapter Review",exercises,ORCCA6DyvH9jI1n,Review Exercises for,introduction,ORCCA8pk1LehFmF,Introduction,,,
185,6,introduction,ORCCAUGwN4SL935,,Introduction,review-variables-expressions-and-equations.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCAtSPX0Fl70e,"Variables, Expressions, Equations, and Inequalities",section,ORCCAPXkcwYTIwL,"Variables, Expressions, and Equations Chapter Review",exercises,ORCCA6DyvH9jI1n,Review Exercises for,introduction,ORCCAUGwN4SL935,Introduction,,,
186,6,introduction,ORCCAVwGyVM7PVN,,Introduction,review-variables-expressions-and-equations.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCAtSPX0Fl70e,"Variables, Expressions, Equations, and Inequalities",section,ORCCAPXkcwYTIwL,"Variables, Expressions, and Equations Chapter Review",exercises,ORCCA6DyvH9jI1n,Review Exercises for,introduction,ORCCAVwGyVM7PVN,Introduction,,,
187,6,introduction,ORCCAANGmhjP1Yi,,Introduction,review-variables-expressions-and-equations.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCAtSPX0Fl70e,"Variables, Expressions, Equations, and Inequalities",section,ORCCAPXkcwYTIwL,"Variables, Expressions, and Equations Chapter Review",exercises,ORCCA6DyvH9jI1n,Review Exercises for,introduction,ORCCAANGmhjP1Yi,Introduction,,,
188,6,introduction,ORCCA4L7DAXpydT,,Introduction,review-variables-expressions-and-equations.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCAtSPX0Fl70e,"Variables, Expressions, Equations, and Inequalities",section,ORCCAPXkcwYTIwL,"Variables, Expressions, and Equations Chapter Review",exercises,ORCCA6DyvH9jI1n,Review Exercises for,introduction,ORCCA4L7DAXpydT,Introduction,,,
189,6,introduction,ORCCAzKveIFvmno,,Introduction,review-variables-expressions-and-equations.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCAtSPX0Fl70e,"Variables, Expressions, Equations, and Inequalities",section,ORCCAPXkcwYTIwL,"Variables, Expressions, and Equations Chapter Review",exercises,ORCCA6DyvH9jI1n,Review Exercises for,introduction,ORCCAzKveIFvmno,Introduction,,,
190,6,introduction,ORCCAKAkHF1TIvX,,Introduction,review-variables-expressions-and-equations.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCAtSPX0Fl70e,"Variables, Expressions, Equations, and Inequalities",section,ORCCAPXkcwYTIwL,"Variables, Expressions, and Equations Chapter Review",exercises,ORCCA6DyvH9jI1n,Review Exercises for,introduction,ORCCAKAkHF1TIvX,Introduction,,,
191,6,introduction,ORCCAuUEnsEWPwr,,Introduction,review-variables-expressions-and-equations.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCAtSPX0Fl70e,"Variables, Expressions, Equations, and Inequalities",section,ORCCAPXkcwYTIwL,"Variables, Expressions, and Equations Chapter Review",exercises,ORCCA6DyvH9jI1n,Review Exercises for,introduction,ORCCAuUEnsEWPwr,Introduction,,,
192,6,introduction,ORCCAjkBDrcWVd4,,Introduction,review-variables-expressions-and-equations.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCAtSPX0Fl70e,"Variables, Expressions, Equations, and Inequalities",section,ORCCAPXkcwYTIwL,"Variables, Expressions, and Equations Chapter Review",exercises,ORCCA6DyvH9jI1n,Review Exercises for,introduction,ORCCAjkBDrcWVd4,Introduction,,,
193,6,introduction,ORCCAzgSSGl9MC7,,Introduction,review-variables-expressions-and-equations.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCAtSPX0Fl70e,"Variables, Expressions, Equations, and Inequalities",section,ORCCAPXkcwYTIwL,"Variables, Expressions, and Equations Chapter Review",exercises,ORCCA6DyvH9jI1n,Review Exercises for,introduction,ORCCAzgSSGl9MC7,Introduction,,,
194,6,introduction,ORCCAjgU3zryWRU,,Introduction,review-variables-expressions-and-equations.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCAtSPX0Fl70e,"Variables, Expressions, Equations, and Inequalities",section,ORCCAPXkcwYTIwL,"Variables, Expressions, and Equations Chapter Review",exercises,ORCCA6DyvH9jI1n,Review Exercises for,introduction,ORCCAjgU3zryWRU,Introduction,,,
195,6,introduction,ORCCAI1IvsepDeL,,Introduction,review-variables-expressions-and-equations.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCAtSPX0Fl70e,"Variables, Expressions, Equations, and Inequalities",section,ORCCAPXkcwYTIwL,"Variables, Expressions, and Equations Chapter Review",exercises,ORCCA6DyvH9jI1n,Review Exercises for,introduction,ORCCAI1IvsepDeL,Introduction,,,
196,6,introduction,ORCCAmhv0kQXztR,,Introduction,review-variables-expressions-and-equations.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCAtSPX0Fl70e,"Variables, Expressions, Equations, and Inequalities",section,ORCCAPXkcwYTIwL,"Variables, Expressions, and Equations Chapter Review",exercises,ORCCA6DyvH9jI1n,Review Exercises for,introduction,ORCCAmhv0kQXztR,Introduction,,,
197,6,introduction,ORCCApugxlY8HCP,,Introduction,review-variables-expressions-and-equations.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCAtSPX0Fl70e,"Variables, Expressions, Equations, and Inequalities",section,ORCCAPXkcwYTIwL,"Variables, Expressions, and Equations Chapter Review",exercises,ORCCA6DyvH9jI1n,Review Exercises for,introduction,ORCCApugxlY8HCP,Introduction,,,
198,6,introduction,ORCCAV8fMWH3pdT,,Introduction,review-variables-expressions-and-equations.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCAtSPX0Fl70e,"Variables, Expressions, Equations, and Inequalities",section,ORCCAPXkcwYTIwL,"Variables, Expressions, and Equations Chapter Review",exercises,ORCCA6DyvH9jI1n,Review Exercises for,introduction,ORCCAV8fMWH3pdT,Introduction,,,
199,6,introduction,ORCCA3G4DdhlxAC,,Introduction,review-variables-expressions-and-equations.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCAtSPX0Fl70e,"Variables, Expressions, Equations, and Inequalities",section,ORCCAPXkcwYTIwL,"Variables, Expressions, and Equations Chapter Review",exercises,ORCCA6DyvH9jI1n,Review Exercises for,introduction,ORCCA3G4DdhlxAC,Introduction,,,
200,3,chapter,ORCCA9V4kGuulDs,chapter-linear-equations-and-inequalities,Linear Equations and Inequalities,chapter-linear-equations-and-inequalities.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCA9V4kGuulDs,Linear Equations and Inequalities,,,,,,,,,,,,
201,4,introduction,ORCCA5gQNBB6Mwb,,Introduction,chapter-linear-equations-and-inequalities.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCA9V4kGuulDs,Linear Equations and Inequalities,introduction,ORCCA5gQNBB6Mwb,Introduction,,,,,,,,,
202,4,section,ORCCA4z9AAU7oad,section-solving-multistep-linear-equations,Solving Multistep Linear Equations,section-solving-multistep-linear-equations.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCA9V4kGuulDs,Linear Equations and Inequalities,section,ORCCA4z9AAU7oad,Solving Multistep Linear Equations,,,,,,,,,
203,5,introduction,ORCCAeJmauVZr1B,,Introduction,section-solving-multistep-linear-equations.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCA9V4kGuulDs,Linear Equations and Inequalities,section,ORCCA4z9AAU7oad,Solving Multistep Linear Equations,introduction,ORCCAeJmauVZr1B,Introduction,,,,,,
204,5,subsection,ORCCAESLn9QHejZ,,Solving Two-Step Equations,section-solving-multistep-linear-equations.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCA9V4kGuulDs,Linear Equations and Inequalities,section,ORCCA4z9AAU7oad,Solving Multistep Linear Equations,subsection,ORCCAESLn9QHejZ,Solving Two-Step Equations,,,,,,
205,5,subsection,ORCCAwfaSR1xqNJ,,Solving Multistep Linear Equations,section-solving-multistep-linear-equations.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCA9V4kGuulDs,Linear Equations and Inequalities,section,ORCCA4z9AAU7oad,Solving Multistep Linear Equations,subsection,ORCCAwfaSR1xqNJ,Solving Multistep Linear Equations,,,,,,
206,5,subsection,ORCCASsxdvBVMwm,,Revisiting Applications,section-solving-multistep-linear-equations.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCA9V4kGuulDs,Linear Equations and Inequalities,section,ORCCA4z9AAU7oad,Solving Multistep Linear Equations,subsection,ORCCASsxdvBVMwm,Revisiting Applications,,,,,,
207,5,subsection,ORCCAAeHHFYDRXH,,"Differentiating between Simplifying Expressions, Evaluating Expressions and Solving Equations",section-solving-multistep-linear-equations.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCA9V4kGuulDs,Linear Equations and Inequalities,section,ORCCA4z9AAU7oad,Solving Multistep Linear Equations,subsection,ORCCAAeHHFYDRXH,"Differentiating between Simplifying Expressions, Evaluating Expressions and Solving Equations",,,,,,
208,5,exercises,ORCCA37gZSarSV2,,,section-solving-multistep-linear-equations.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCA9V4kGuulDs,Linear Equations and Inequalities,section,ORCCA4z9AAU7oad,Solving Multistep Linear Equations,exercises,ORCCA37gZSarSV2,,,,,,,
209,6,introduction,ORCCA9NMY1nIK3X,,Introduction,section-solving-multistep-linear-equations.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCA9V4kGuulDs,Linear Equations and Inequalities,section,ORCCA4z9AAU7oad,Solving Multistep Linear Equations,exercises,ORCCA37gZSarSV2,,introduction,ORCCA9NMY1nIK3X,Introduction,,,
210,6,introduction,ORCCA0RsGyF5awQ,,Introduction,section-solving-multistep-linear-equations.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCA9V4kGuulDs,Linear Equations and Inequalities,section,ORCCA4z9AAU7oad,Solving Multistep Linear Equations,exercises,ORCCA37gZSarSV2,,introduction,ORCCA0RsGyF5awQ,Introduction,,,
211,6,introduction,ORCCAAsiAB4SxBL,,Introduction,section-solving-multistep-linear-equations.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCA9V4kGuulDs,Linear Equations and Inequalities,section,ORCCA4z9AAU7oad,Solving Multistep Linear Equations,exercises,ORCCA37gZSarSV2,,introduction,ORCCAAsiAB4SxBL,Introduction,,,
212,6,introduction,ORCCA1jX18GEUIi,,Introduction,section-solving-multistep-linear-equations.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCA9V4kGuulDs,Linear Equations and Inequalities,section,ORCCA4z9AAU7oad,Solving Multistep Linear Equations,exercises,ORCCA37gZSarSV2,,introduction,ORCCA1jX18GEUIi,Introduction,,,
213,6,introduction,ORCCA6uB2TrVAGP,,Introduction,section-solving-multistep-linear-equations.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCA9V4kGuulDs,Linear Equations and Inequalities,section,ORCCA4z9AAU7oad,Solving Multistep Linear Equations,exercises,ORCCA37gZSarSV2,,introduction,ORCCA6uB2TrVAGP,Introduction,,,
214,4,section,ORCCAn8Bfw4J17E,section-solving-multistep-linear-inequalities,Solving Multistep Linear Inequalities,section-solving-multistep-linear-inequalities.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCA9V4kGuulDs,Linear Equations and Inequalities,section,ORCCAn8Bfw4J17E,Solving Multistep Linear Inequalities,,,,,,,,,
215,5,introduction,ORCCA5FgWH45XxQ,,Introduction,section-solving-multistep-linear-inequalities.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCA9V4kGuulDs,Linear Equations and Inequalities,section,ORCCAn8Bfw4J17E,Solving Multistep Linear Inequalities,introduction,ORCCA5FgWH45XxQ,Introduction,,,,,,
216,5,subsection,ORCCAHhhrIPsL5Q,,Solving Multistep Inequalities,section-solving-multistep-linear-inequalities.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCA9V4kGuulDs,Linear Equations and Inequalities,section,ORCCAn8Bfw4J17E,Solving Multistep Linear Inequalities,subsection,ORCCAHhhrIPsL5Q,Solving Multistep Inequalities,,,,,,
217,5,subsection,ORCCAjgn7srSjLv,,Applications,section-solving-multistep-linear-inequalities.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCA9V4kGuulDs,Linear Equations and Inequalities,section,ORCCAn8Bfw4J17E,Solving Multistep Linear Inequalities,subsection,ORCCAjgn7srSjLv,Applications,,,,,,
218,5,exercises,ORCCAXSPgvWd6Rj,,,section-solving-multistep-linear-inequalities.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCA9V4kGuulDs,Linear Equations and Inequalities,section,ORCCAn8Bfw4J17E,Solving Multistep Linear Inequalities,exercises,ORCCAXSPgvWd6Rj,,,,,,,
219,6,introduction,ORCCA0mmswQphAi,,Introduction,section-solving-multistep-linear-inequalities.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCA9V4kGuulDs,Linear Equations and Inequalities,section,ORCCAn8Bfw4J17E,Solving Multistep Linear Inequalities,exercises,ORCCAXSPgvWd6Rj,,introduction,ORCCA0mmswQphAi,Introduction,,,
220,6,introduction,ORCCAQFXjxICHxU,,Introduction,section-solving-multistep-linear-inequalities.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCA9V4kGuulDs,Linear Equations and Inequalities,section,ORCCAn8Bfw4J17E,Solving Multistep Linear Inequalities,exercises,ORCCAXSPgvWd6Rj,,introduction,ORCCAQFXjxICHxU,Introduction,,,
221,6,introduction,ORCCAlvebXdelzN,,Introduction,section-solving-multistep-linear-inequalities.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCA9V4kGuulDs,Linear Equations and Inequalities,section,ORCCAn8Bfw4J17E,Solving Multistep Linear Inequalities,exercises,ORCCAXSPgvWd6Rj,,introduction,ORCCAlvebXdelzN,Introduction,,,
222,6,introduction,ORCCAu4nHNJro1I,,Introduction,section-solving-multistep-linear-inequalities.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCA9V4kGuulDs,Linear Equations and Inequalities,section,ORCCAn8Bfw4J17E,Solving Multistep Linear Inequalities,exercises,ORCCAXSPgvWd6Rj,,introduction,ORCCAu4nHNJro1I,Introduction,,,
223,6,introduction,ORCCAuMarnaTFmJ,,Introduction,section-solving-multistep-linear-inequalities.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCA9V4kGuulDs,Linear Equations and Inequalities,section,ORCCAn8Bfw4J17E,Solving Multistep Linear Inequalities,exercises,ORCCAXSPgvWd6Rj,,introduction,ORCCAuMarnaTFmJ,Introduction,,,
224,6,introduction,ORCCAh2EFzLmR6M,,Introduction,section-solving-multistep-linear-inequalities.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCA9V4kGuulDs,Linear Equations and Inequalities,section,ORCCAn8Bfw4J17E,Solving Multistep Linear Inequalities,exercises,ORCCAXSPgvWd6Rj,,introduction,ORCCAh2EFzLmR6M,Introduction,,,
225,6,introduction,ORCCA1LKBhRMrRN,,Introduction,section-solving-multistep-linear-inequalities.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCA9V4kGuulDs,Linear Equations and Inequalities,section,ORCCAn8Bfw4J17E,Solving Multistep Linear Inequalities,exercises,ORCCAXSPgvWd6Rj,,introduction,ORCCA1LKBhRMrRN,Introduction,,,
226,6,introduction,ORCCAHr35wM7Eei,,Introduction,section-solving-multistep-linear-inequalities.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCA9V4kGuulDs,Linear Equations and Inequalities,section,ORCCAn8Bfw4J17E,Solving Multistep Linear Inequalities,exercises,ORCCAXSPgvWd6Rj,,introduction,ORCCAHr35wM7Eei,Introduction,,,
227,4,section,ORCCAoY9RfmfuNF,section-equations-and-inequalities-with-fractions,Equations and Inequalities with Fractions,section-equations-and-inequalities-with-fractions.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCA9V4kGuulDs,Linear Equations and Inequalities,section,ORCCAoY9RfmfuNF,Equations and Inequalities with Fractions,,,,,,,,,
228,5,introduction,ORCCApAs3pqGV9T,,Introduction,section-equations-and-inequalities-with-fractions.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCA9V4kGuulDs,Linear Equations and Inequalities,section,ORCCAoY9RfmfuNF,Equations and Inequalities with Fractions,introduction,ORCCApAs3pqGV9T,Introduction,,,,,,
229,5,subsection,ORCCAxBPTGwFhy3,subsection-eliminating-denominators,Eliminating Denominators,section-equations-and-inequalities-with-fractions.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCA9V4kGuulDs,Linear Equations and Inequalities,section,ORCCAoY9RfmfuNF,Equations and Inequalities with Fractions,subsection,ORCCAxBPTGwFhy3,Eliminating Denominators,,,,,,
230,5,subsection,ORCCA5fBWfUUfn5,,Proportional Equations,section-equations-and-inequalities-with-fractions.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCA9V4kGuulDs,Linear Equations and Inequalities,section,ORCCAoY9RfmfuNF,Equations and Inequalities with Fractions,subsection,ORCCA5fBWfUUfn5,Proportional Equations,,,,,,
231,5,subsection,ORCCAH1bQGytSsF,,Solving Inequalities with Fractions,section-equations-and-inequalities-with-fractions.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCA9V4kGuulDs,Linear Equations and Inequalities,section,ORCCAoY9RfmfuNF,Equations and Inequalities with Fractions,subsection,ORCCAH1bQGytSsF,Solving Inequalities with Fractions,,,,,,
232,5,exercises,ORCCALJXsxEj5Wf,,,section-equations-and-inequalities-with-fractions.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCA9V4kGuulDs,Linear Equations and Inequalities,section,ORCCAoY9RfmfuNF,Equations and Inequalities with Fractions,exercises,ORCCALJXsxEj5Wf,,,,,,,
233,6,introduction,ORCCA5rRydeMllr,,Introduction,section-equations-and-inequalities-with-fractions.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCA9V4kGuulDs,Linear Equations and Inequalities,section,ORCCAoY9RfmfuNF,Equations and Inequalities with Fractions,exercises,ORCCALJXsxEj5Wf,,introduction,ORCCA5rRydeMllr,Introduction,,,
234,6,introduction,ORCCAtEM8Oh1EWu,,Introduction,section-equations-and-inequalities-with-fractions.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCA9V4kGuulDs,Linear Equations and Inequalities,section,ORCCAoY9RfmfuNF,Equations and Inequalities with Fractions,exercises,ORCCALJXsxEj5Wf,,introduction,ORCCAtEM8Oh1EWu,Introduction,,,
235,6,introduction,ORCCAhwE9OBA4gf,,Introduction,section-equations-and-inequalities-with-fractions.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCA9V4kGuulDs,Linear Equations and Inequalities,section,ORCCAoY9RfmfuNF,Equations and Inequalities with Fractions,exercises,ORCCALJXsxEj5Wf,,introduction,ORCCAhwE9OBA4gf,Introduction,,,
236,4,section,ORCCAlYJDdtWD2y,section-special-solution-sets,Special Solution Sets,section-special-solution-sets.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCA9V4kGuulDs,Linear Equations and Inequalities,section,ORCCAlYJDdtWD2y,Special Solution Sets,,,,,,,,,
237,5,introduction,ORCCAjHrWpMrCYB,,Introduction,section-special-solution-sets.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCA9V4kGuulDs,Linear Equations and Inequalities,section,ORCCAlYJDdtWD2y,Special Solution Sets,introduction,ORCCAjHrWpMrCYB,Introduction,,,,,,
238,5,subsection,ORCCAK7av3aC90U,,Special Solution Sets,section-special-solution-sets.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCA9V4kGuulDs,Linear Equations and Inequalities,section,ORCCAlYJDdtWD2y,Special Solution Sets,subsection,ORCCAK7av3aC90U,Special Solution Sets,,,,,,
